caption,likes,comments,saves,shares,reach,impressions,watch_time,followers,hashtags,timestamp,content_type,topic,posting_hour,day_of_week,posting_time,engagement_score,estimated_likes_uplift,estimated_reach_uplift,post_description
Intense studying is a forever thing 📚,7373,1459,1157,1182,64444,177809,13.51,32898,#researchlife #studygroup #studywithme #studygram,2025-11-20 10:59:54,image,study,10,Thursday,morning,22946.47,43.57,39.25,intense studying forever thing researchlife studygroup
A productive studying day is a good day 📚,1161,145,499,113,7706,15416,29.85,43544,#lifelonglearner #universitylife #studyhard #studysession,2025-12-23 15:15:20,image,study,15,Tuesday,afternoon,3844.78,-77.39,-83.35,productive studying good lifelonglearner universitylife studyhard
Productive studying is the investment worth making 📚,2685,136,797,163,24799,64798,18.6,37865,#studying #studytime #studygoals #studentlife,2025-04-21 11:43:42,reel,study,11,Monday,morning,8748.89,-47.72,-46.41,productive studying investment worth making studytime
Efficient studying and the rest falls into place 🧠,19776,3593,10578,3991,63532,97192,24.93,33657,#knowledge #studylife #learning #education,2025-09-08 16:49:13,carousel,study,16,Monday,afternoon,69575.36,285.09,37.28,efficient studying rest falls into knowledge
The timed studying results speak for themselves 🎓,17322,1207,7303,3992,209667,335175,14.47,61283,#onlinelearning #studybreak #studytime #studyblr,2025-05-20 05:54:48,carousel,study,5,Tuesday,morning,71745.6,237.3,353.04,timed studying results speak themselves onlinelearning
Found comprehensive studying and never looked back 📚,10127,799,1960,2392,39173,63971,19.88,21542,#lifelonglearner #study #studyblr #bookworm,2025-11-15 16:28:04,carousel,study,16,Saturday,afternoon,27060.78,97.2,-15.36,found comprehensive studying never looked lifelonglearner
Active studying has changed how i see things 🧠,10235,1881,4620,2102,34043,62541,29.92,84620,#examseason #bookworm #examprep #researchlife,2025-06-09 16:14:59,image,study,16,Monday,afternoon,33979.38,99.3,-26.44,active studying changed things examseason bookworm
The knowledge-driven power of studying is underrated 📚,1340,80,233,285,11442,35002,5.25,78148,#studygoals #examseason #onlinelearning #studygram,2025-11-09 17:39:08,image,study,17,Sunday,evening,4516.16,-73.91,-75.28,knowledge driven power studying underrated studygoals
Driven studying is the investment worth making 📚,504,42,53,107,5263,8673,25.83,37758,#learning #studytime #lifelonglearner #bookworm,2025-05-16 06:56:57,reel,study,6,Friday,morning,1507.34,-90.19,-88.63,driven studying investment worth making learning
The thorough studying commitment i made and kept 🎓,12094,833,3038,2941,101007,163018,11.27,44352,#studyaccount #learning #study #lifelonglearner,2025-10-15 11:29:30,reel,study,11,Wednesday,morning,39971.89,135.5,118.25,thorough studying commitment made kept studyaccount
The exam-ready studying process is as good as the result 🧠,2170,229,634,588,18895,56926,29.17,99999,#student #studyblr #studysession #studylife,2025-10-02 06:35:39,reel,study,6,Thursday,morning,8488.529999999999,-57.74,-59.17,exam ready studying process good student
The outcome-oriented studying aesthetic i live for 📚,285,25,165,22,968,3305,16.38,44457,#studygroup #studysession #studentlife #learning,2025-11-28 18:45:16,carousel,study,18,Friday,evening,993.55,-94.45,-97.91,outcome oriented studying aesthetic live studygroup
The strategic studying obsession continues 📚,2753,476,1119,637,33459,57675,29.16,31627,#studygoals #academia #studymotivation #studygroup,2025-11-01 07:30:55,reel,study,7,Saturday,morning,11424.2,-46.39,-27.7,strategic studying obsession continues studygoals academia
Intense studying and zero regrets ✏️,15505,2558,7573,2805,190868,665955,10.68,29716,#studybreak #studygram #researchlife #knowledge,2025-11-09 18:33:48,carousel,study,18,Sunday,evening,76161.05,201.92,312.42,intense studying zero regrets studybreak studygram
The systematic studying identity i grew into ✏️,1015,178,328,178,10974,24876,8.79,12585,#studysession #knowledge #studytime #academia,2025-09-04 11:20:28,reel,study,11,Thursday,morning,3827.98,-80.24,-76.29,systematic studying identity grew into studysession
Focused studying is where i find my edge 📚,11303,1301,5724,1925,105650,197247,3.57,40899,#learning #universitylife #studygoals #studygram,2025-06-30 04:39:11,image,study,4,Monday,night,45449.91,120.1,128.29,focused studying where find edge learning
Found deliberate studying and never looked back 📚,2012,239,916,119,27522,92422,23.31,43596,#studylife #researchlife #studybreak #knowledge,2025-10-14 03:51:05,carousel,study,3,Tuesday,night,9265.76,-60.82,-40.53,found deliberate studying never looked studylife
Efficient studying taught me more than school 🎓,12480,948,3099,1802,150849,328824,8.04,99999,#collegelife #studying #onlinelearning #student,2025-03-08 02:55:31,image,study,2,Saturday,night,44590.17,143.02,225.95,efficient studying taught more than collegelife
Disciplined studying and zero compromises 🧠,372,71,220,76,4481,14553,4.93,38001,#academia #studyhard #studybreak #studentlife,2025-04-26 22:46:33,image,study,22,Saturday,night,1920.64,-92.76,-90.32,disciplined studying zero compromises academia studyhard
The laser-focused magic of studying every time 📚,763,119,442,127,6676,12835,14.04,43346,#studybreak #studyaccount #studylife #onlinelearning,2025-03-25 07:03:31,carousel,study,7,Tuesday,morning,3188.85,-85.14,-85.57,laser focused magic studying every studybreak
Living for intense studying vibes 🧠,2672,325,1547,708,13373,35241,16.04,19048,#study #studysession #studyhard #learning,2025-10-29 19:27:23,reel,study,19,Wednesday,evening,11162.88,-47.97,-71.1,living intense studying vibes study studysession
My ambitious relationship with studying 📚,4639,204,1498,1319,58835,112816,18.21,38290,#researchlife #onlinelearning #education #studytime,2025-07-05 10:01:25,reel,study,10,Saturday,morning,19416.23,-9.67,27.13,ambitious relationship with studying researchlife onlinelearning
Comprehensive studying every single week 🎓,7605,336,1916,1760,86141,235927,23.82,49844,#examseason #study #academia #studytips,2025-03-21 13:52:15,image,study,13,Friday,afternoon,30017.86,48.09,86.13,comprehensive studying every single week examseason
Comprehensive studying requires productive patience 📚,380,23,225,101,3587,11601,7.8,68737,#collegelife #bookworm #studyaccount #examseason,2025-05-08 09:23:27,image,study,9,Thursday,morning,1885.38,-92.6,-92.25,comprehensive studying requires productive patience collegelife
Consistent studying adventures never disappoint 🎓,597,114,68,36,7591,21732,11.42,24901,#collegelife #onlinelearning #studytips #learning,2025-03-10 04:16:43,carousel,study,4,Monday,night,1940.51,-88.37,-83.6,consistent studying adventures never disappoint collegelife
The evidence-based studying routine is locked in now 🧠,2038,217,1218,552,19605,52638,18.14,41906,#bookworm #academia #learningeveryday #studytime,2025-05-27 13:07:19,carousel,study,13,Tuesday,afternoon,9907.39,-60.32,-57.64,evidence based studying routine locked bookworm
The methodical studying results speak for themselves 🎓,363,54,199,31,4664,15256,2.64,45193,#studygroup #learning #studentlife #studyhard,2025-07-07 21:03:10,carousel,study,21,Monday,evening,1743.88,-92.93,-89.92,methodical studying results speak themselves studygroup
Exam-ready studying adventures never disappoint 🎓,2679,99,1032,573,13000,28026,3.32,45685,#collegelife #learningeveryday #studytips #studyhard,2025-07-22 12:25:33,image,study,12,Tuesday,afternoon,8984.779999999999,-47.83,-71.91,exam ready studying adventures never collegelife
Deep studying and grateful for it 📚,393,18,214,91,5659,11265,29.85,53058,#studygroup #collegelife #knowledge #studygram,2025-11-16 16:27:22,image,study,16,Sunday,afternoon,1928.9,-92.35,-87.77,deep studying grateful studygroup collegelife knowledge
The sharp studying high is legal and free 📚,6269,954,1580,782,67829,223216,12.91,23373,#onlinelearning #studymotivation #examprep #studysession,2025-09-07 10:15:43,carousel,study,10,Sunday,morning,23442.93,22.07,46.56,sharp studying high legal free onlinelearning
The organized studying world is endless 🎓,820,101,268,181,4334,13602,23.43,75586,#studywithme #studyaccount #education #studymotivation,2025-01-11 13:56:57,reel,study,13,Saturday,afternoon,2791.76,-84.03,-90.64,organized studying world endless studywithme studyaccount
The methodical studying version of me shows up daily 🎓,19776,2938,11702,2773,260635,741844,29.04,44734,#onlinelearning #learning #studywithme #studyhard,2025-04-14 12:21:16,image,study,12,Monday,afternoon,98488.07,285.09,463.17,methodical studying version shows daily onlinelearning
The focused studying mindset i developed slowly ✏️,1738,70,834,167,24499,65417,26.38,54667,#studentlife #studytips #knowledge #studylife,2025-01-24 15:58:35,image,study,15,Friday,afternoon,7928.46,-66.16,-47.06,focused studying mindset developed slowly studentlife
Obsessed with annotated studying always 📚,15178,1898,6781,2499,188030,485701,16.44,30714,#studybreak #study #studysession #learning,2025-05-20 21:54:24,carousel,study,21,Tuesday,evening,66990.53,195.55,306.29,obsessed with annotated studying always studybreak
Another consistent studying moment 📚,1667,68,721,436,23101,35030,20.65,37025,#examseason #collegelife #onlinelearning #studybreak,2025-10-10 00:23:14,reel,study,0,Friday,night,7343.95,-67.54,-50.08,another consistent studying moment examseason collegelife
The comprehensive studying mindset shifts everything 🧠,544,52,146,110,5148,13127,15.98,78357,#collegelife #bookworm #student #academia,2025-08-15 00:35:44,carousel,study,0,Friday,night,1963.21,-89.41,-88.88,comprehensive studying mindset shifts everything collegelife
Active studying and the consistency compounds ✏️,4078,213,1530,245,31180,67618,11.95,16163,#academia #lifelonglearner #examseason #studylife,2025-03-29 17:53:17,reel,study,17,Saturday,evening,12990.54,-20.59,-32.63,active studying consistency compounds academia lifelonglearner
The exam-ready art of studying never gets old 📚,2940,322,1687,210,13941,45446,18.43,99999,#learningeveryday #studentlife #studying #researchlife,2025-11-02 14:18:58,image,study,14,Sunday,afternoon,10691.43,-42.75,-69.88,exam ready studying never gets learningeveryday
Serious studying and i cannot be stopped 🧠,4148,221,629,791,13145,24882,7.11,99999,#onlinelearning #studyblr #collegelife #universitylife,2025-04-09 14:18:36,carousel,study,14,Wednesday,afternoon,9811.71,-19.23,-71.6,serious studying cannot stopped onlinelearning studyblr
Another disciplined studying moment 📚,1522,195,176,264,14385,28422,6.13,83399,#examprep #studywithme #learningeveryday #examseason,2025-09-24 02:15:10,image,study,2,Wednesday,night,4413.91,-70.36,-68.92,another disciplined studying moment examprep studywithme
This ambitious studying life is everything ✏️,14442,2177,2567,3854,95539,186511,27.18,47098,#learningeveryday #education #studygram #studyblr,2025-07-02 17:22:01,image,study,17,Wednesday,evening,44077.28,181.22,106.44,this ambitious studying life everything learningeveryday
Every ambitious studying day is a gift 🎓,1820,123,1023,183,11405,31801,29.82,89768,#studygram #learning #academia #collegelife,2025-06-23 15:45:18,carousel,study,15,Monday,afternoon,6962.28,-64.56,-75.36,every ambitious studying gift studygram learning
Knowledge-driven studying keeps me centered always 🎓,5699,563,3245,916,38943,66322,13.22,82842,#studymotivation #studybreak #studyaccount #studying,2025-11-21 22:19:43,image,study,22,Friday,night,22118.81,10.97,-15.85,knowledge driven studying keeps centered studymotivation
Evidence-based studying is the only therapy i need 🧠,4893,304,2429,1122,16237,45477,16.59,46919,#bookworm #studybreak #studyblr #universitylife,2025-02-27 09:03:44,image,study,9,Thursday,morning,17722.16,-4.72,-64.92,evidence based studying only therapy bookworm
Serious studying keeps me centered always 🎓,2679,394,335,632,9508,15795,12.81,40330,#studylife #universitylife #studywithme #studygroup,2025-06-11 01:34:57,reel,study,1,Wednesday,night,6529.25,-47.83,-79.46,serious studying keeps centered always studylife
Thorough studying unlocked a new level for me 📚,4819,813,2518,416,18957,51833,27.8,44465,#bookworm #studywithme #student #studytime,2025-06-07 02:49:02,carousel,study,2,Saturday,night,16123.84,-6.16,-59.04,thorough studying unlocked level bookworm studywithme
Systematic studying always brings me back to myself 🎓,4040,219,1025,1085,53559,120221,10.66,31698,#study #studylife #examprep #knowledge,2025-05-31 22:35:16,carousel,study,22,Saturday,night,16654.58,-21.33,15.73,systematic studying always brings back study
The structured studying process is as good as the result 🧠,1072,129,492,76,14753,32297,14.74,67594,#universitylife #bookworm #studygram #knowledge,2025-07-10 22:14:13,reel,study,22,Thursday,night,4482.56,-79.13,-68.12,structured studying process good result universitylife
Annotated studying is a forever thing 📚,4751,888,2212,292,70058,194480,13.3,38697,#studysession #studygoals #bookworm #studymotivation,2025-03-06 04:16:30,carousel,study,4,Thursday,night,21600.3,-7.49,51.38,annotated studying forever thing studysession studygoals
Productive studying adventures never disappoint 🎓,15557,1864,9079,1460,130534,243246,2.76,31207,#collegelife #studybreak #bookworm #study,2025-07-31 17:57:08,image,study,17,Thursday,evening,60998.08,202.93,182.05,productive studying adventures never disappoint collegelife
The deliberate studying path was right for me 🧠,5038,806,664,429,41494,140464,25.62,63053,#studentlife #studytime #studywithme #lifelonglearner,2025-06-27 05:30:27,image,study,5,Friday,morning,14605.62,-1.9,-10.34,deliberate studying path right studentlife studytime
Living a knowledge-driven studying lifestyle 📚,3178,396,1464,809,12791,41193,29.62,98361,#studying #researchlife #studytime #studygoals,2025-09-04 18:12:17,reel,study,18,Thursday,evening,11872.34,-38.12,-72.36,living knowledge driven studying lifestyle researchlife
